generation,score1,score2,score3,score4,score5,score6,score7,score8,score9,score10,score11,score12,score13,score14,score15,score16,score17,score18,score19,score20,score21,score22,score23,score24,score25,score26,score27,score28,score29,score30,score31,score32,score33,score34,score35,score36,score37,score38,score39,score40,score41,score42,score43,score44,score45,score46,score47,score48,score49,score50,score51,score52,score53,score54,score55,score56,score57,score58,score59,score60
15,53,7,8,32,40,13,29,14,6,16,9,25,15,45,7,6,5,11,8,22,5,13,17,9,56,11,14,6,9,67,9,15,14,6,5,24,32,7,13,12,21,6,8,31,7,29,56,28,7,50,22,50,21,60,35,5,16,9,6,8
16,53,7,8,31,39,23,29,16,6,16,9,25,21,39,7,6,5,11,8,20,5,15,24,13,56,13,21,6,9,69,9,15,16,6,5,24,32,7,13,19,20,6,8,31,7,32,56,28,13,50,22,52,26,60,36,7,16,9,6,8
17,53,7,8,31,46,23,29,17,6,26,9,25,22,39,7,6,5,11,8,34,5,15,24,15,51,18,22,10,9,69,10,15,16,7,5,24,30,8,13,15,27,6,9,31,7,33,61,28,16,54,22,61,26,60,39,7,16,8,6,8
18,50,7,8,36,44,23,46,17,6,35,9,28,25,39,7,6,5,11,8,34,5,15,22,19,51,27,22,16,9,69,25,15,16,7,5,24,60,14,13,25,29,6,10,35,7,38,61,30,18,54,24,73,26,60,40,7,16,10,6,8
19,50,7,8,36,44,26,62,17,6,43,9,28,25,39,7,6,5,11,17,34,5,21,22,22,51,43,22,18,9,69,28,15,16,7,5,24,60,27,13,29,29,6,10,35,7,38,77,37,26,79,24,83,27,60,52,7,16,10,6,8
20,50,7,8,36,45,26,73,19,6,43,9,28,25,45,7,6,5,11,17,40,5,26,22,22,51,43,22,25,9,69,28,13,16,7,5,22,60,27,13,29,29,6,18,33,7,38,77,37,33,79,24,79,27,60,59,7,16,9,8,8
21,50,8,8,44,45,26,73,19,6,40,9,32,25,45,7,6,5,13,17,57,5,30,65,47,51,43,23,27,9,69,28,16,16,7,5,22,60,27,13,29,29,6,30,40,7,38,83,37,33,79,24,79,32,60,74,7,16,13,11,8
22,50,8,8,44,45,30,73,19,7,49,9,36,27,45,7,6,5,18,17,69,5,30,75,48,51,45,23,27,16,69,28,20,16,7,5,33,60,27,13,29,29,7,31,40,7,38,83,37,27,79,24,79,35,75,74,7,16,13,18,8
23,50,8,8,64,45,30,73,20,7,45,9,36,30,39,7,8,5,18,20,69,5,30,75,48,51,42,29,26,16,69,28,20,16,7,5,28,60,27,13,30,29,7,37,54,7,38,83,37,34,79,24,79,35,75,74,7,16,14,22,8
24,50,8,8,64,46,30,73,20,7,63,9,43,30,39,7,7,5,18,20,64,5,31,75,50,54,63,29,33,24,69,37,31,16,7,5,50,60,27,13,40,43,7,37,54,7,38,84,37,34,79,26,79,41,75,74,7,16,14,22,8
25,50,8,8,60,61,30,73,20,7,63,9,45,32,44,7,7,5,18,20,76,5,45,75,50,59,63,29,33,24,76,43,31,19,7,5,46,60,27,13,40,43,7,37,57,7,38,83,37,34,79,25,79,42,75,77,7,16,14,22,8
26,50,8,8,64,62,30,73,20,7,76,9,70,39,44,7,7,6,17,22,76,5,45,75,50,59,63,29,33,26,76,49,31,19,7,5,46,60,27,13,40,43,7,42,57,7,52,83,59,34,79,25,87,42,96,82,7,17,22,23,8
27,50,8,8,64,62,30,86,20,7,76,9,70,39,44,7,7,6,17,35,76,5,45,75,50,59,63,29,39,26,76,49,31,22,7,5,64,60,27,13,45,56,7,42,57,7,52,88,59,42,79,25,87,42,96,94,7,21,22,23,8
28,50,8,8,64,62,30,86,20,7,77,9,75,39,44,7,7,6,19,46,76,5,45,75,50,68,63,29,36,26,87,49,31,22,7,5,64,60,27,13,53,54,7,42,57,7,52,88,80,42,84,25,87,42,96,89,7,21,22,25,11
29,50,8,8,64,62,30,86,30,8,77,9,78,39,44,7,7,6,20,46,76,5,45,75,50,68,63,29,36,38,87,49,31,22,7,5,58,60,27,15,57,54,7,42,67,7,52,88,80,42,84,27,87,42,113,89,7,21,27,31,14
30,50,8,8,64,62,30,86,30,8,77,9,86,45,44,7,7,6,20,46,76,5,45,75,57,72,63,37,33,36,87,49,31,22,7,5,72,60,27,27,56,54,7,48,67,7,52,88,80,42,84,35,87,42,113,89,7,21,27,31,22
31,50,8,8,64,71,30,86,30,8,77,9,86,50,46,7,7,6,29,47,76,5,45,75,57,72,80,40,37,36,87,65,31,22,7,5,72,60,27,33,56,54,7,54,67,7,52,88,80,42,84,35,87,42,113,89,7,21,27,31,28
32,50,8,8,64,76,30,86,30,8,77,9,87,50,46,7,7,6,25,47,76,5,45,75,57,75,80,40,37,36,87,73,32,22,7,5,66,62,27,51,56,54,7,54,67,7,52,88,80,42,84,36,87,42,116,96,7,21,27,31,30
33,50,8,8,61,85,30,86,30,8,77,9,87,50,51,7,7,6,25,52,76,5,45,75,57,75,80,40,37,50,87,73,27,22,8,5,81,62,27,51,56,54,7,54,67,7,52,88,80,49,84,44,87,42,116,96,7,21,29,34,30
34,48,8,10,61,85,30,86,30,8,77,9,87,50,76,7,7,6,25,52,76,5,45,75,57,75,80,40,40,50,87,73,36,22,8,5,81,62,27,51,56,54,7,66,67,7,50,88,80,49,84,55,87,42,116,96,7,21,29,42,30
35,53,8,10,61,85,30,86,30,8,77,9,87,50,76,7,8,6,25,59,81,5,45,75,61,75,80,40,40,50,87,73,36,22,10,5,81,67,27,51,58,54,7,66,67,7,67,88,83,49,84,55,87,48,113,96,7,24,29,43,29
36,53,8,10,76,85,30,86,30,8,77,9,87,63,79,7,8,6,25,59,92,5,45,75,59,77,80,40,41,62,87,87,36,26,10,5,85,67,27,51,58,54,7,66,67,7,67,88,83,49,93,55,87,52,113,95,7,24,26,43,29
37,53,8,14,73,85,30,86,30,8,75,9,85,72,79,7,8,6,25,59,92,5,61,75,59,77,80,46,37,62,88,87,36,26,10,5,85,72,30,52,85,59,7,66,67,8,67,88,83,56,93,55,93,52,113,95,7,24,26,43,33
38,53,8,14,73,85,30,86,30,8,75,9,85,77,79,7,8,6,34,59,92,5,61,75,59,77,80,46,37,62,88,87,36,31,10,5,85,72,30,65,85,59,7,66,67,8,67,88,83,56,93,55,93,52,113,95,7,24,26,43,34
39,76,8,15,73,85,30,86,30,8,80,9,85,77,79,7,8,6,34,64,92,5,61,75,65,84,80,46,37,62,88,87,36,31,10,5,85,72,30,65,85,61,7,66,67,8,67,88,83,56,93,58,93,52,124,95,7,24,26,43,34
40,76,8,20,77,85,41,86,30,7,80,9,85,77,80,8,8,6,34,75,92,5,61,75,64,88,80,46,44,62,88,85,41,31,13,5,85,72,38,65,85,61,7,66,73,8,67,90,83,61,93,58,93,52,124,95,7,24,26,43,34
41,76,8,21,77,85,41,89,24,7,80,9,85,77,80,15,8,6,34,85,92,5,77,75,64,88,80,46,55,62,88,85,41,28,13,5,85,72,38,65,85,61,7,66,75,8,67,90,83,54,93,58,93,52,124,95,7,26,26,43,34
42,75,8,23,77,85,41,89,24,7,80,9,92,77,81,23,8,6,34,85,92,5,77,75,64,91,80,46,55,73,88,85,53,31,13,5,85,72,46,74,85,79,7,67,75,8,67,90,83,57,93,81,93,48,124,95,7,26,26,43,34
43,75,8,54,74,85,41,89,27,7,80,9,92,77,87,23,8,6,34,76,92,5,77,75,66,91,80,46,55,73,88,85,53,33,13,5,82,72,43,68,85,79,7,67,75,8,61,90,84,57,100,81,93,60,124,95,7,25,26,43,37
44,75,8,54,73,85,41,89,27,7,75,9,92,73,87,23,8,6,34,76,92,5,77,75,66,99,80,46,55,73,88,85,53,33,13,5,87,72,43,68,85,79,7,67,75,8,61,90,84,57,100,81,93,60,124,95,7,25,26,45,37
45,75,8,54,91,85,41,89,30,7,75,8,92,74,87,23,8,6,34,82,92,5,77,83,66,99,80,46,55,73,88,92,53,33,20,5,94,72,43,77,90,79,7,67,100,8,61,90,84,73,100,81,93,64,124,95,7,25,26,45,37
46,75,8,54,91,85,41,93,30,7,79,8,92,74,87,23,8,6,34,84,92,5,77,83,66,99,98,46,55,96,88,93,53,34,20,5,94,72,43,77,90,79,7,75,100,8,61,90,84,73,100,81,93,64,124,95,7,25,26,52,37
47,75,8,54,91,85,41,95,27,7,79,8,92,83,87,23,8,6,34,84,92,5,86,83,70,99,94,46,55,96,88,93,53,34,20,5,98,72,43,80,90,79,7,75,100,8,61,90,84,73,100,81,93,64,124,95,7,25,26,52,37
48,75,10,60,91,85,41,95,27,7,79,8,92,83,87,23,8,6,34,84,89,5,86,86,70,96,94,46,53,96,88,93,53,41,20,5,98,72,43,80,90,79,7,75,100,8,75,90,84,73,100,107,93,64,142,95,7,25,26,48,38
49,75,18,65,91,85,41,107,37,7,79,8,92,83,87,23,8,6,34,84,89,5,86,86,76,96,94,47,53,96,88,93,53,41,20,5,98,72,49,88,90,79,7,75,100,8,75,90,84,73,100,107,93,64,142,95,7,25,34,48,38
50,75,17,72,91,85,41,107,37,8,79,8,92,85,87,29,8,6,34,86,89,5,86,86,84,96,94,55,53,96,88,93,53,41,20,5,98,72,49,88,90,79,7,75,100,8,75,90,84,73,100,107,93,70,142,95,7,25,34,60,38
