generation,score1,score2,score3,score4,score5,score6,score7,score8,score9,score10,score11,score12,score13,score14,score15,score16,score17,score18,score19,score20,score21,score22,score23,score24,score25,score26,score27,score28,score29,score30,score31,score32,score33,score34,score35,score36,score37,score38,score39,score40,score41,score42,score43,score44,score45,score46,score47,score48,score49,score50,score51,score52,score53,score54,score55,score56,score57,score58,score59,score60
15,25,55,33,6,25,7,8,11,46,15,8,6,20,7,48,19,12,15,39,8,23,16,43,7,74,45,6,39,6,7,7,12,33,6,8,9,8,8,19,20,8,11,32,23,22,40,22,24,11,43,70,23,9,8,13,19,14,34,8,19
16,25,63,33,6,25,7,11,16,46,17,8,6,20,7,48,42,12,15,39,8,23,17,74,8,74,59,7,39,7,13,7,12,33,6,8,12,8,8,24,20,12,14,32,23,30,62,23,28,11,43,70,21,11,8,12,27,19,49,8,19
17,25,63,32,6,25,7,13,16,46,17,8,6,20,7,48,55,19,15,69,8,30,17,74,17,74,59,7,35,7,13,7,12,33,6,8,19,8,8,24,19,12,13,32,25,30,62,23,29,15,43,76,26,14,8,15,35,19,49,8,41
18,31,61,45,6,25,7,14,15,46,22,8,6,20,7,48,68,24,15,69,8,35,17,74,15,74,64,7,35,7,13,8,12,33,6,8,35,8,8,24,20,15,13,32,25,30,64,26,29,15,52,76,32,14,8,15,35,19,49,8,41
19,34,61,45,6,25,7,15,15,46,22,8,6,20,7,48,65,24,19,69,10,43,20,74,15,74,68,7,40,7,13,8,12,33,6,8,35,8,8,24,27,15,17,36,25,30,64,29,29,15,47,76,43,14,8,18,34,19,65,8,41
20,34,61,48,6,26,7,15,15,46,18,8,6,24,7,48,63,24,19,63,10,43,20,74,15,75,68,7,40,7,13,8,12,33,6,8,35,8,8,24,26,17,23,36,25,37,64,29,35,15,52,84,43,14,8,18,34,22,65,8,41
21,34,61,48,6,31,7,15,15,46,27,10,6,24,7,49,70,37,18,63,13,56,22,74,17,75,73,7,68,7,13,8,12,33,6,8,35,8,8,24,26,17,23,49,27,37,64,29,35,15,58,88,43,13,8,24,34,27,65,8,41
22,34,68,52,6,31,7,15,15,46,27,10,6,24,7,49,71,41,20,75,13,56,23,74,17,75,73,7,68,7,15,8,14,33,6,8,35,8,8,27,39,18,23,49,27,49,75,29,35,15,58,88,44,16,10,24,35,27,76,8,41
23,36,68,52,6,33,7,15,21,46,32,10,6,24,7,49,71,47,25,76,24,56,23,74,17,75,73,7,65,7,17,8,14,38,6,8,41,8,8,27,50,18,23,44,27,49,75,43,34,15,68,88,49,16,12,24,35,37,75,8,41
24,46,68,52,6,68,7,15,18,46,25,10,6,24,7,49,73,47,25,76,24,60,23,74,17,75,73,7,65,7,17,8,14,38,6,8,54,8,8,27,50,18,23,53,27,49,82,43,37,15,92,88,76,19,12,24,41,37,75,11,41
25,46,76,52,7,75,7,15,25,46,25,10,6,24,7,61,73,47,25,76,24,67,23,74,22,75,73,7,67,7,17,8,14,38,6,8,70,8,8,27,50,20,21,53,34,54,82,43,38,15,92,88,73,19,17,24,44,31,82,12,55
26,62,75,52,7,75,7,16,25,46,25,10,6,24,7,59,73,62,25,86,24,71,30,74,22,75,73,7,67,7,17,8,16,38,6,9,70,8,8,27,50,19,27,53,34,58,84,43,38,15,92,88,73,19,29,24,44,42,82,16,55
27,70,77,62,7,75,7,20,25,46,25,10,6,28,7,59,73,62,25,86,24,71,30,73,22,75,75,7,67,7,17,9,16,38,6,9,70,8,12,41,50,24,27,53,34,59,96,80,38,15,92,89,78,29,29,24,56,49,82,16,77
28,70,77,65,7,75,7,22,25,60,25,20,6,28,7,59,73,62,25,86,21,71,29,73,22,84,77,7,97,7,17,9,16,38,6,10,70,8,10,41,58,32,27,53,34,62,94,80,38,16,92,89,78,30,29,24,66,56,82,27,77
29,70,77,71,7,75,7,22,25,60,25,19,6,31,7,62,76,62,25,86,21,80,32,75,22,84,77,7,97,7,17,9,17,38,6,10,70,8,13,41,57,32,27,68,37,62,94,87,38,17,92,90,79,41,29,24,66,69,82,31,77
30,70,82,71,7,75,7,22,22,66,25,21,6,31,7,62,76,62,25,86,22,80,32,75,22,84,77,7,97,7,22,9,17,38,6,10,70,8,20,41,65,38,25,68,41,62,94,87,49,17,92,89,79,41,29,35,66,70,82,31,77
31,70,82,78,7,75,7,22,32,75,25,29,6,31,7,62,76,62,25,86,22,71,32,75,22,84,86,7,97,7,24,9,17,38,6,16,70,8,20,41,70,38,29,68,41,62,94,87,49,19,92,89,79,41,34,36,66,70,82,31,77
32,70,90,84,7,75,7,23,30,75,25,29,6,36,7,62,83,62,25,84,22,71,37,75,22,84,86,7,97,9,24,9,17,38,11,16,76,8,27,41,74,46,29,68,41,62,105,87,49,19,93,92,79,45,34,42,66,75,82,31,77
33,75,90,84,8,75,7,25,30,75,25,37,6,36,7,62,83,62,25,84,22,71,41,75,23,84,86,7,97,9,25,9,17,45,11,17,76,8,27,41,74,46,29,73,41,62,106,87,49,19,93,92,79,45,34,49,67,75,100,31,74
34,75,86,80,8,75,7,26,31,74,33,38,6,36,7,62,83,66,25,84,22,76,39,75,23,88,86,7,97,9,25,9,18,45,16,17,75,8,27,46,101,44,29,73,41,62,106,87,51,20,93,101,79,48,34,49,67,75,100,37,74
35,75,86,80,8,75,7,47,31,74,33,38,6,36,7,62,75,73,25,84,34,75,49,75,31,88,86,10,83,10,25,9,18,45,18,19,75,8,27,46,101,49,29,73,41,65,109,87,51,20,93,101,81,52,47,76,67,75,100,37,73
36,75,86,80,8,75,7,49,32,74,33,52,6,41,7,66,83,73,25,84,34,75,49,89,31,88,86,12,83,11,23,9,18,45,20,20,73,8,27,52,101,58,29,73,47,68,109,87,51,20,93,101,81,52,47,76,67,75,100,40,73
37,77,86,80,8,75,7,49,32,71,38,52,6,41,7,66,83,73,25,92,34,75,49,89,31,88,86,12,83,11,26,9,18,45,23,20,75,8,27,73,101,58,43,68,57,72,120,87,51,27,93,101,81,52,47,79,67,75,100,40,85
38,84,86,80,8,75,7,49,32,71,38,61,6,44,7,66,83,73,26,92,41,75,59,89,31,88,86,17,83,19,26,9,18,45,30,22,75,8,27,72,101,58,43,68,73,77,120,87,51,27,93,101,81,53,47,79,67,75,93,45,85
39,94,86,108,8,75,7,49,32,93,42,78,6,45,15,66,88,73,34,80,41,76,70,89,31,88,86,17,89,19,26,9,18,45,30,23,75,8,27,72,101,60,58,68,71,84,120,87,51,27,93,101,81,53,47,79,73,75,93,45,101
40,94,86,108,8,75,7,54,37,93,42,78,6,58,19,66,88,73,34,80,41,76,70,89,31,88,86,17,89,22,26,9,18,53,38,38,75,8,26,75,103,60,58,74,71,89,120,87,51,33,93,101,81,75,52,86,75,75,89,45,101
41,94,91,108,8,75,7,65,41,93,43,78,6,50,27,75,88,75,38,80,46,76,70,104,25,88,86,19,104,28,26,9,18,53,38,48,75,8,33,75,103,60,58,74,71,89,120,87,56,33,93,101,81,75,52,90,77,75,106,45,101
42,94,91,108,8,75,7,65,55,93,43,70,6,50,40,75,88,75,38,80,46,120,70,104,25,87,86,17,104,32,26,9,18,53,38,48,75,8,33,75,103,60,58,74,71,89,129,87,56,33,93,101,84,75,50,90,80,76,106,45,101
43,94,91,108,8,75,7,75,55,93,43,74,6,50,45,75,88,75,38,80,46,120,70,104,25,87,88,20,104,35,26,9,18,53,28,48,75,8,35,75,103,60,58,74,71,89,139,87,66,38,93,101,88,75,61,90,80,76,106,45,101
44,94,93,108,7,75,7,75,55,97,43,74,6,53,44,75,88,75,38,80,46,120,70,103,27,87,88,21,104,35,26,9,18,53,41,48,83,8,35,76,103,60,58,74,71,89,139,87,75,35,103,104,88,75,61,96,80,76,106,45,101
45,94,93,108,7,75,7,75,55,97,49,74,6,74,45,75,88,75,40,80,46,120,70,103,28,87,92,26,119,35,26,9,18,53,45,72,83,8,46,76,103,60,58,74,71,89,139,89,71,53,103,104,88,75,69,96,80,77,106,45,99
46,94,93,108,7,75,7,75,65,95,49,74,6,74,50,75,88,77,40,80,57,120,70,103,28,87,92,31,119,35,26,9,22,54,45,83,83,8,43,76,103,60,58,74,71,89,139,89,71,56,103,104,88,75,69,96,80,80,114,46,99
47,94,93,108,7,75,7,75,68,95,55,74,6,74,52,75,88,77,40,92,71,120,74,103,28,87,92,30,119,35,41,9,22,54,38,83,83,8,48,76,103,60,58,81,71,89,147,89,75,56,103,104,88,75,69,96,80,80,114,50,99
48,94,93,108,7,75,7,75,68,95,53,74,6,74,72,75,88,80,40,94,71,125,74,103,45,87,92,30,116,35,50,9,22,54,38,83,82,9,48,76,103,60,58,82,71,89,147,89,75,56,103,104,93,75,69,96,80,80,114,57,99
49,94,93,108,8,82,7,75,90,111,51,75,6,74,72,76,88,80,42,91,71,125,78,103,45,87,92,36,116,41,50,9,22,54,49,74,82,9,48,76,103,60,58,81,71,89,147,89,75,56,103,104,93,75,69,96,80,82,114,57,99
50,94,99,108,11,90,7,75,90,111,75,72,8,71,72,76,88,80,42,104,71,145,78,116,45,87,92,32,116,41,50,9,20,54,49,91,83,9,48,76,103,60,59,92,71,89,147,89,75,56,103,104,93,75,69,96,80,82,114,53,99
