generation,score1,score2,score3,score4,score5,score6,score7,score8,score9,score10,score11,score12,score13,score14,score15,score16,score17,score18,score19,score20,score21,score22,score23,score24,score25,score26,score27,score28,score29,score30,score31,score32,score33,score34,score35,score36,score37,score38,score39,score40,score41,score42,score43,score44,score45,score46,score47,score48,score49,score50,score51,score52,score53,score54,score55,score56,score57,score58,score59,score60
10,21,6,5,6,8,13,28,7,23,16,7,28,38,42,16,24,24,25,17,9,8,43,31,17,18,18,6,20,42,8,19,7,40,39,19,22,26,7,42,42,9,25,6,24,37,85,7,37,5,5,5,24,13,55,44,10,21,28,11,7
11,25,7,5,7,8,18,31,7,22,16,7,33,42,42,18,31,24,25,17,9,8,43,37,17,18,20,6,23,42,8,29,7,40,39,19,26,26,7,42,42,12,25,6,27,37,85,7,37,5,5,6,24,23,63,46,12,22,28,13,10
12,25,7,5,7,8,18,35,8,25,22,7,33,42,41,18,32,36,29,24,8,8,50,48,17,18,20,6,23,46,7,29,7,46,48,19,21,35,12,34,43,13,25,7,27,37,86,7,37,5,5,7,24,30,71,53,14,28,28,14,12
13,25,8,6,7,9,18,37,8,25,19,7,33,61,41,18,32,34,32,24,8,8,50,51,17,18,27,6,38,46,15,29,7,46,48,19,26,35,12,44,43,14,27,7,27,37,86,7,37,5,5,7,24,40,71,57,14,28,28,15,13
14,25,9,6,7,8,20,39,8,32,19,7,33,61,41,16,38,33,32,24,8,8,50,57,17,21,27,6,38,46,21,33,9,46,51,18,23,35,17,54,43,20,27,7,27,40,86,7,38,7,5,7,24,38,71,56,14,28,28,21,12
15,28,13,6,7,14,20,51,8,33,19,7,39,63,41,16,42,52,31,24,9,8,50,54,17,21,27,6,41,49,21,33,9,46,46,18,42,47,22,54,42,20,27,7,27,40,95,7,43,7,5,8,24,50,71,56,14,28,28,23,22
16,28,17,6,8,13,19,51,8,33,30,7,39,63,41,20,51,51,31,24,12,8,60,71,20,21,27,6,68,44,21,55,12,53,87,29,42,54,24,68,49,20,27,13,27,40,95,9,43,7,5,11,24,51,72,71,14,31,40,23,22
17,28,19,6,19,16,19,51,8,33,30,7,39,63,41,23,53,51,31,24,12,6,62,71,22,21,27,6,69,44,21,55,12,55,87,29,42,54,30,68,53,29,33,15,27,40,95,15,43,7,5,11,24,57,73,71,14,33,40,30,31
18,28,19,6,20,16,19,73,10,38,30,7,39,63,41,23,49,51,35,24,12,6,75,71,22,24,27,6,76,54,21,55,12,56,87,29,42,62,30,80,53,29,33,15,27,40,95,23,51,7,5,11,24,57,75,65,14,33,40,30,31
19,28,22,6,20,16,19,73,10,38,30,7,48,63,51,23,56,51,33,24,12,6,75,71,22,30,27,6,76,54,21,55,12,60,87,31,42,62,35,80,53,29,33,15,27,40,103,23,51,7,5,11,26,61,75,76,27,44,51,30,28
20,29,25,6,21,16,19,73,10,38,30,7,48,63,51,23,78,44,41,24,18,6,75,71,22,32,27,6,76,54,21,55,12,62,87,31,42,81,35,79,66,29,33,15,29,40,103,24,51,7,5,12,26,61,75,78,27,44,51,30,28
21,35,24,6,22,16,23,80,10,38,30,7,56,62,51,23,78,44,41,24,18,6,75,71,22,33,27,6,76,64,21,55,11,68,87,31,42,77,35,90,66,29,33,15,29,40,96,27,51,7,5,13,26,75,75,78,27,44,51,30,28
22,35,23,6,25,16,23,80,11,36,30,7,56,69,51,24,78,62,41,25,18,8,75,83,22,33,27,7,76,64,20,55,11,68,87,38,42,88,35,90,70,29,42,19,29,40,96,43,54,7,5,13,26,71,75,83,27,44,51,30,28
23,35,29,6,25,16,23,77,17,36,41,7,70,85,58,24,78,72,41,25,18,14,75,83,22,33,27,7,75,61,20,58,11,76,87,38,42,88,35,101,70,29,42,19,31,50,96,51,54,7,5,13,30,75,75,84,22,44,56,30,28
24,33,29,6,27,16,23,77,19,36,41,7,70,85,61,24,78,72,41,27,23,26,75,77,22,33,27,7,75,82,20,57,11,79,87,38,54,95,35,101,70,49,58,19,34,50,96,57,54,7,5,13,31,75,79,84,22,44,56,30,28
25,31,29,6,34,16,23,84,19,36,41,7,70,85,61,24,78,69,46,64,23,27,78,77,24,33,27,7,75,82,25,59,15,75,89,38,54,95,33,101,81,49,58,19,34,50,96,59,54,7,5,15,42,82,82,84,22,48,56,30,28
26,31,29,6,34,16,23,91,28,36,41,7,70,85,61,35,78,77,46,64,23,27,76,78,24,52,27,7,75,82,25,59,15,75,92,38,54,95,33,101,81,49,58,23,34,50,96,59,54,7,5,15,42,82,82,82,22,53,56,30,36
27,31,34,6,34,16,25,91,28,42,41,7,70,90,62,35,78,85,46,64,25,27,76,76,24,52,27,7,74,82,25,75,15,81,92,38,54,95,51,101,81,50,62,23,51,71,96,59,57,7,5,15,45,81,82,82,22,56,56,30,36
28,31,34,6,34,23,25,91,26,42,51,6,70,90,65,35,80,76,46,64,25,26,76,76,24,52,27,7,74,82,25,75,17,79,92,38,50,95,51,95,81,59,62,23,51,71,108,57,60,7,5,15,53,81,81,89,22,62,56,30,44
29,31,34,8,34,23,25,91,30,53,51,6,77,90,65,35,83,86,46,64,25,35,76,93,24,52,27,7,81,82,25,78,17,79,94,38,50,95,55,95,81,59,62,20,51,76,108,57,75,7,5,15,53,81,81,89,22,73,56,30,44
30,31,34,8,34,23,27,91,30,53,51,6,77,89,69,35,83,86,46,63,25,35,76,97,24,47,27,7,81,82,25,78,17,79,94,41,61,95,55,95,86,65,62,20,55,76,108,57,75,7,6,18,53,81,81,89,22,77,56,30,44
31,35,34,8,34,23,30,91,30,73,51,6,75,89,89,35,83,88,46,63,25,35,76,97,26,47,28,7,81,85,25,85,17,83,94,41,58,95,55,105,86,65,60,20,68,73,108,57,75,7,6,17,53,82,86,96,22,77,60,30,44
32,35,37,8,34,25,30,91,30,73,51,6,88,89,89,35,83,88,50,63,25,35,76,97,26,47,28,7,84,85,41,82,18,89,102,41,77,95,55,105,86,65,60,20,54,92,108,57,75,7,6,17,61,82,91,96,26,78,60,35,44
33,35,37,8,36,25,30,91,30,73,51,6,91,93,89,35,83,88,50,63,25,35,96,97,26,47,28,7,95,85,41,84,25,89,102,41,77,95,60,105,93,65,72,20,77,92,108,57,75,7,6,17,61,90,91,108,29,78,60,42,44
34,35,37,8,36,35,30,91,31,72,53,7,91,91,89,35,83,88,50,66,25,35,96,97,26,47,28,7,95,85,41,84,25,92,102,41,77,95,60,105,93,73,75,29,77,92,108,67,75,7,6,17,61,90,91,108,28,79,71,42,44
35,35,37,8,43,35,39,91,31,72,54,8,94,93,89,35,83,88,47,70,25,45,96,97,29,57,28,7,95,79,41,84,25,92,102,43,78,95,60,112,93,73,77,29,77,82,108,73,79,6,6,15,61,90,91,108,32,79,64,42,41
36,49,37,8,43,35,39,91,31,72,66,11,93,93,89,35,86,88,47,77,25,45,96,97,29,57,28,7,95,88,41,84,28,92,102,43,77,95,60,112,93,73,77,29,77,86,108,73,79,6,6,15,61,90,91,108,32,77,75,46,41
37,49,37,8,42,34,39,91,31,73,70,12,93,93,89,35,86,88,47,77,25,45,97,97,29,57,35,7,95,88,41,84,28,92,115,56,77,95,70,112,93,73,77,29,77,86,108,73,79,6,6,18,61,86,91,108,32,81,75,47,41
38,53,37,8,42,46,39,96,39,73,74,15,97,93,88,35,92,97,47,77,25,45,97,97,29,57,35,7,95,88,41,84,28,92,115,64,77,95,70,115,93,73,77,29,77,86,104,74,83,6,6,18,61,86,91,108,52,84,75,47,41
39,53,37,8,42,46,39,96,39,72,74,15,108,95,88,35,92,97,56,77,25,40,97,97,29,57,35,7,95,88,41,88,29,92,114,70,82,95,70,115,93,73,77,29,74,86,104,74,83,6,6,18,61,86,91,108,52,84,75,63,41
40,53,37,8,42,46,39,96,39,72,74,15,108,95,84,30,92,97,56,77,25,55,97,109,29,57,35,11,95,88,41,88,30,94,114,74,82,96,86,115,93,73,77,29,74,86,104,74,83,6,6,18,61,86,91,108,52,90,71,55,47
41,53,38,8,42,46,64,91,43,72,74,15,108,95,90,30,92,95,56,77,25,63,97,109,29,57,35,13,95,88,41,88,30,94,114,75,82,96,86,115,93,73,77,29,75,86,103,74,83,6,6,21,66,86,91,108,52,83,71,68,55
42,57,41,8,42,46,64,91,55,74,74,15,108,99,90,30,92,95,56,77,25,63,97,109,29,57,35,12,93,88,41,88,30,94,114,75,76,97,83,115,99,73,77,29,75,86,103,74,83,6,6,21,66,86,91,108,52,83,71,91,55
43,57,41,7,42,46,64,102,55,76,78,27,112,99,90,30,94,95,56,77,25,63,97,98,29,57,35,14,93,101,41,90,42,98,114,75,77,97,83,115,99,71,77,29,75,86,103,74,88,6,6,21,66,86,89,108,54,89,71,103,55
44,57,41,7,54,46,64,102,55,75,80,27,112,99,91,30,94,95,56,77,25,50,97,98,31,57,35,16,93,101,48,90,33,98,114,73,77,97,83,115,99,77,77,29,80,87,103,78,88,6,6,21,66,86,89,108,54,90,70,103,55
45,67,41,7,59,46,64,102,55,75,80,28,112,103,94,33,94,95,56,77,25,77,97,103,31,57,35,16,93,109,56,90,44,98,114,73,87,105,85,115,99,77,77,29,80,93,103,78,88,6,6,21,66,86,89,108,54,97,70,103,55
46,67,49,7,59,46,72,102,55,75,80,28,113,103,94,33,94,95,56,77,28,77,97,103,31,57,35,16,97,109,56,92,44,98,114,73,87,105,85,115,99,77,77,29,80,93,103,83,88,6,6,21,66,86,89,108,54,97,70,103,55
47,67,49,7,56,46,72,98,55,75,80,32,113,103,94,45,93,95,64,78,29,77,97,103,29,57,35,16,97,103,59,94,47,98,114,77,87,105,87,115,99,77,74,32,81,93,103,83,88,6,6,21,66,86,89,108,54,106,70,103,55
48,67,49,7,62,46,72,98,55,75,80,39,113,103,94,45,94,95,64,78,29,79,97,103,34,57,35,18,97,103,59,94,51,98,114,77,87,105,87,115,99,73,74,36,80,92,103,83,88,6,6,22,66,86,95,108,54,106,77,103,55
49,67,49,7,62,46,72,98,57,75,80,39,113,103,112,50,94,95,69,77,29,79,95,119,34,57,35,18,102,103,59,94,50,98,126,77,87,105,88,124,99,78,74,36,80,89,103,83,88,6,6,25,66,86,95,108,54,106,77,103,70
50,67,49,7,62,46,72,98,73,75,79,39,113,103,112,55,94,95,69,77,29,81,95,119,33,57,37,18,102,103,59,94,52,98,128,77,87,105,91,124,99,78,74,36,88,103,103,83,88,6,6,25,66,86,95,108,66,126,83,103,70
